source,target,edge_type
recipe_2302,diet_265,suitable_for
recipe_2302,meal_type_85,is_type
recipe_2303,ingredient_972,contains
recipe_2303,ingredient_319,contains
recipe_2303,ingredient_162,contains
recipe_2303,ingredient_15,contains
recipe_2303,ingredient_119,contains
recipe_2303,ingredient_89,contains
recipe_2303,ingredient_41,contains
recipe_2303,ingredient_42,contains
recipe_2303,ingredient_198,contains
recipe_2303,ingredient_28,contains
recipe_2303,ingredient_3,contains
recipe_2303,ingredient_46,contains
recipe_2303,ingredient_43,contains
recipe_2303,ingredient_100,contains
recipe_2303,cuisine_566,belongs_to
recipe_2303,diet_73,suitable_for
recipe_2303,meal_type_48,is_type
recipe_2303,region_177,belongs_to_region
recipe_2303,state_465,belongs_to_state
recipe_2304,ingredient_11,contains
recipe_2304,ingredient_42,contains
recipe_2304,ingredient_352,contains
recipe_2304,ingredient_127,contains
recipe_2304,ingredient_89,contains
recipe_2304,ingredient_32,contains
recipe_2304,ingredient_43,contains
recipe_2304,ingredient_423,contains
recipe_2304,ingredient_28,contains
recipe_2304,cuisine_213,belongs_to
recipe_2304,diet_73,suitable_for
recipe_2304,meal_type_85,is_type
recipe_2305,ingredient_259,contains
recipe_2305,ingredient_882,contains
recipe_2305,ingredient_10,contains
recipe_2305,ingredient_240,contains
recipe_2305,ingredient_174,contains
recipe_2305,ingredient_43,contains
recipe_2305,ingredient_198,contains
recipe_2305,ingredient_44,contains
recipe_2305,ingredient_326,contains
recipe_2305,ingredient_28,contains
recipe_2305,ingredient_46,contains
recipe_2305,ingredient_529,contains
recipe_2305,cuisine_327,belongs_to
recipe_2305,diet_867,suitable_for
recipe_2305,meal_type_48,is_type
recipe_2306,ingredient_397,contains
recipe_2306,ingredient_160,contains
recipe_2306,ingredient_89,contains
recipe_2306,ingredient_120,contains
recipe_2306,ingredient_17,contains
recipe_2306,ingredient_254,contains
recipe_2306,ingredient_343,contains
recipe_2306,ingredient_46,contains
recipe_2306,ingredient_41,contains
recipe_2306,ingredient_12,contains
recipe_2306,ingredient_13,contains
recipe_2306,ingredient_42,contains
recipe_2306,ingredient_43,contains
recipe_2306,ingredient_44,contains
recipe_2306,ingredient_18,contains
recipe_2306,ingredient_394,contains
recipe_2306,ingredient_51,contains
recipe_2306,ingredient_53,contains
recipe_2306,ingredient_56,contains
recipe_2306,cuisine_204,belongs_to
recipe_2306,diet_216,suitable_for
recipe_2306,meal_type_48,is_type
recipe_2307,ingredient_140,contains
recipe_2307,ingredient_160,contains
recipe_2307,ingredient_41,contains
recipe_2307,ingredient_43,contains
recipe_2307,ingredient_13,contains
recipe_2307,ingredient_28,contains
recipe_2307,ingredient_3,contains
recipe_2307,ingredient_102,contains
recipe_2307,cuisine_278,belongs_to
recipe_2307,diet_20,suitable_for
recipe_2307,meal_type_110,is_type
recipe_2308,ingredient_1479,contains
recipe_2308,ingredient_44,contains
recipe_2308,ingredient_3,contains
recipe_2308,ingredient_15,contains
recipe_2308,ingredient_251,contains
recipe_2308,ingredient_53,contains
recipe_2308,ingredient_52,contains
recipe_2308,ingredient_51,contains
recipe_2308,ingredient_195,contains
recipe_2308,ingredient_198,contains
recipe_2308,ingredient_162,contains
recipe_2308,ingredient_42,contains
recipe_2308,ingredient_13,contains
recipe_2308,ingredient_41,contains
recipe_2308,ingredient_281,contains
recipe_2308,ingredient_12,contains
recipe_2308,ingredient_219,contains
recipe_2308,ingredient_28,contains
recipe_2308,ingredient_55,contains
recipe_2308,ingredient_46,contains
recipe_2308,cuisine_353,belongs_to
recipe_2308,diet_37,suitable_for
recipe_2308,meal_type_129,is_type
recipe_2308,region_177,belongs_to_region
recipe_2308,state_236,belongs_to_state
recipe_2309,ingredient_126,contains
recipe_2309,ingredient_302,contains
recipe_2309,ingredient_155,contains
recipe_2309,ingredient_150,contains
recipe_2309,ingredient_46,contains
recipe_2309,ingredient_459,contains
recipe_2309,ingredient_42,contains
recipe_2309,ingredient_4,contains
recipe_2309,ingredient_100,contains
recipe_2309,ingredient_28,contains
recipe_2309,ingredient_43,contains
recipe_2309,ingredient_698,contains
recipe_2309,cuisine_72,belongs_to
recipe_2309,diet_867,suitable_for
recipe_2309,meal_type_38,is_type
recipe_2310,ingredient_530,contains
recipe_2310,ingredient_360,contains
recipe_2310,ingredient_14,contains
recipe_2310,ingredient_174,contains
recipe_2310,ingredient_15,contains
recipe_2310,ingredient_95,contains
recipe_2310,ingredient_41,contains
recipe_2310,ingredient_42,contains
recipe_2310,ingredient_13,contains
recipe_2310,ingredient_12,contains
recipe_2310,ingredient_43,contains
recipe_2310,ingredient_89,contains
recipe_2310,ingredient_44,contains
recipe_2310,ingredient_28,contains
recipe_2310,ingredient_194,contains
recipe_2310,cuisine_47,belongs_to
recipe_2310,diet_73,suitable_for
recipe_2310,meal_type_48,is_type
recipe_2311,ingredient_3,contains
recipe_2311,ingredient_174,contains
recipe_2311,ingredient_15,contains
recipe_2311,ingredient_220,contains
recipe_2311,ingredient_44,contains
recipe_2311,ingredient_43,contains
recipe_2311,ingredient_454,contains
recipe_2311,ingredient_28,contains
recipe_2311,cuisine_476,belongs_to
recipe_2311,diet_216,suitable_for
recipe_2311,meal_type_152,is_type
recipe_2311,region_164,belongs_to_region
recipe_2311,state_477,belongs_to_state
recipe_2312,ingredient_132,contains
recipe_2312,ingredient_41,contains
recipe_2312,ingredient_46,contains
recipe_2312,ingredient_43,contains
recipe_2312,ingredient_42,contains
recipe_2312,ingredient_53,contains
recipe_2312,ingredient_194,contains
recipe_2312,ingredient_28,contains
recipe_2312,ingredient_33,contains
recipe_2312,ingredient_14,contains
recipe_2312,cuisine_204,belongs_to
recipe_2312,diet_73,suitable_for
recipe_2312,meal_type_21,is_type
recipe_2313,ingredient_264,contains
recipe_2313,ingredient_93,contains
recipe_2313,ingredient_18,contains
recipe_2313,ingredient_89,contains
recipe_2313,ingredient_343,contains
recipe_2313,ingredient_46,contains
recipe_2313,ingredient_71,contains
recipe_2313,ingredient_28,contains
recipe_2313,ingredient_3,contains
recipe_2313,ingredient_14,contains
recipe_2313,ingredient_13,contains
recipe_2313,ingredient_42,contains
recipe_2313,ingredient_41,contains
recipe_2313,ingredient_352,contains
recipe_2313,ingredient_17,contains
recipe_2313,ingredient_44,contains
recipe_2313,ingredient_227,contains
recipe_2313,ingredient_80,contains
recipe_2313,ingredient_113,contains
recipe_2313,ingredient_114,contains
recipe_2313,cuisine_47,belongs_to
recipe_2313,diet_73,suitable_for
recipe_2313,meal_type_129,is_type
recipe_2314,ingredient_539,contains
recipe_2314,ingredient_52,contains
recipe_2314,ingredient_51,contains
recipe_2314,ingredient_53,contains
recipe_2314,ingredient_88,contains
recipe_2314,ingredient_550,contains
recipe_2314,ingredient_604,contains
recipe_2314,ingredient_220,contains
recipe_2314,ingredient_56,contains
recipe_2314,ingredient_181,contains
recipe_2314,ingredient_28,contains
recipe_2314,cuisine_1386,belongs_to
recipe_2314,diet_73,suitable_for
recipe_2314,meal_type_48,is_type
recipe_2315,ingredient_283,contains
recipe_2315,ingredient_185,contains
recipe_2315,ingredient_15,contains
recipe_2315,ingredient_109,contains
recipe_2315,ingredient_42,contains
recipe_2315,ingredient_209,contains
recipe_2315,ingredient_350,contains
recipe_2315,ingredient_31,contains
recipe_2315,ingredient_329,contains
recipe_2315,cuisine_84,belongs_to
recipe_2315,diet_73,suitable_for
recipe_2315,meal_type_21,is_type
recipe_2316,ingredient_355,contains
recipe_2316,ingredient_32,contains
recipe_2316,ingredient_76,contains
recipe_2316,ingredient_42,contains
recipe_2316,ingredient_100,contains
recipe_2316,ingredient_64,contains
recipe_2316,ingredient_28,contains
recipe_2316,ingredient_251,contains
recipe_2316,ingredient_122,contains
recipe_2316,ingredient_1719,contains
recipe_2316,cuisine_36,belongs_to
recipe_2316,diet_73,suitable_for
recipe_2316,meal_type_21,is_type
recipe_2317,ingredient_283,contains
recipe_2317,ingredient_514,contains
recipe_2317,ingredient_123,contains
recipe_2317,ingredient_15,contains
recipe_2317,ingredient_120,contains
recipe_2317,ingredient_52,contains
recipe_2317,ingredient_53,contains
recipe_2317,ingredient_28,contains
recipe_2317,ingredient_14,contains
recipe_2317,cuisine_605,belongs_to
recipe_2317,diet_73,suitable_for
recipe_2317,meal_type_129,is_type
recipe_2317,region_22,belongs_to_region
recipe_2317,state_606,belongs_to_state
recipe_2318,ingredient_283,contains
recipe_2318,ingredient_51,contains
recipe_2318,ingredient_53,contains
recipe_2318,ingredient_52,contains
recipe_2318,ingredient_95,contains
recipe_2318,ingredient_123,contains
recipe_2318,ingredient_55,contains
recipe_2318,ingredient_14,contains
recipe_2318,ingredient_28,contains
recipe_2318,ingredient_41,contains
recipe_2318,ingredient_3,contains
recipe_2318,ingredient_160,contains
recipe_2318,ingredient_394,contains
recipe_2318,ingredient_89,contains
recipe_2318,ingredient_127,contains
recipe_2318,ingredient_46,contains
recipe_2318,ingredient_83,contains
recipe_2318,ingredient_246,contains
recipe_2318,ingredient_42,contains
recipe_2318,ingredient_13,contains
recipe_2318,ingredient_43,contains
recipe_2318,ingredient_18,contains
recipe_2318,ingredient_56,contains
recipe_2318,ingredient_44,contains
recipe_2318,ingredient_12,contains
recipe_2318,cuisine_47,belongs_to
recipe_2318,diet_73,suitable_for
recipe_2318,meal_type_129,is_type
recipe_2319,ingredient_634,contains
recipe_2319,ingredient_2320,contains
recipe_2319,ingredient_581,contains
recipe_2319,ingredient_83,contains
recipe_2319,ingredient_32,contains
recipe_2319,ingredient_100,contains
recipe_2319,ingredient_80,contains
recipe_2319,ingredient_13,contains
recipe_2319,ingredient_655,contains
recipe_2319,ingredient_28,contains
recipe_2319,cuisine_84,belongs_to
recipe_2319,diet_73,suitable_for
recipe_2319,meal_type_85,is_type
recipe_2321,ingredient_156,contains
recipe_2321,ingredient_28,contains
recipe_2321,ingredient_55,contains
recipe_2321,ingredient_14,contains
recipe_2321,ingredient_264,contains
recipe_2321,ingredient_41,contains
recipe_2321,ingredient_13,contains
recipe_2321,ingredient_43,contains
recipe_2321,ingredient_44,contains
recipe_2321,ingredient_17,contains
recipe_2321,ingredient_127,contains
recipe_2321,ingredient_89,contains
recipe_2321,ingredient_18,contains
recipe_2321,ingredient_394,contains
recipe_2321,ingredient_46,contains
recipe_2321,cuisine_47,belongs_to
recipe_2321,diet_73,suitable_for
recipe_2321,meal_type_152,is_type
recipe_2322,ingredient_2323,contains
recipe_2322,ingredient_162,contains
recipe_2322,ingredient_41,contains
recipe_2322,ingredient_43,contains
recipe_2322,ingredient_1408,contains
recipe_2322,ingredient_89,contains
recipe_2322,ingredient_44,contains
recipe_2322,ingredient_28,contains
recipe_2322,ingredient_55,contains
recipe_2322,cuisine_289,belongs_to
recipe_2322,diet_171,suitable_for
recipe_2322,meal_type_85,is_type
recipe_2322,region_164,belongs_to_region
recipe_2322,state_290,belongs_to_state
recipe_2324,ingredient_530,contains
recipe_2324,ingredient_14,contains
recipe_2324,ingredient_41,contains
recipe_2324,ingredient_13,contains
recipe_2324,ingredient_42,contains
recipe_2324,ingredient_43,contains
recipe_2324,ingredient_12,contains
recipe_2324,ingredient_44,contains
recipe_2324,ingredient_89,contains
recipe_2324,ingredient_17,contains
recipe_2324,ingredient_18,contains
recipe_2324,ingredient_28,contains
recipe_2324,ingredient_100,contains
recipe_2324,ingredient_46,contains
recipe_2324,ingredient_15,contains
recipe_2324,ingredient_52,contains
recipe_2324,cuisine_19,belongs_to
recipe_2324,diet_20,suitable_for
recipe_2324,meal_type_48,is_type
recipe_2324,region_22,belongs_to_region
recipe_2324,state_23,belongs_to_state
recipe_2325,ingredient_102,contains
recipe_2325,ingredient_155,contains
recipe_2325,ingredient_976,contains
recipe_2325,ingredient_28,contains
recipe_2325,ingredient_249,contains
recipe_2325,ingredient_441,contains
recipe_2325,ingredient_3,contains
recipe_2325,ingredient_34,contains
recipe_2325,ingredient_133,contains
recipe_2325,ingredient_367,contains
recipe_2325,ingredient_57,contains
recipe_2325,cuisine_84,belongs_to
recipe_2325,diet_303,suitable_for
recipe_2325,meal_type_6,is_type
recipe_2326,ingredient_93,contains
recipe_2326,ingredient_34,contains
recipe_2326,ingredient_80,contains
recipe_2326,ingredient_28,contains
recipe_2326,ingredient_367,contains
recipe_2326,ingredient_102,contains
recipe_2326,ingredient_155,contains
recipe_2326,ingredient_2086,contains
recipe_2326,ingredient_109,contains
recipe_2326,cuisine_84,belongs_to
recipe_2326,diet_73,suitable_for
recipe_2326,meal_type_152,is_type
recipe_2327,ingredient_598,contains
recipe_2327,ingredient_791,contains
recipe_2327,ingredient_75,contains
recipe_2327,ingredient_105,contains
recipe_2327,ingredient_104,contains
recipe_2327,ingredient_268,contains
recipe_2327,ingredient_32,contains
recipe_2327,ingredient_28,contains
recipe_2327,ingredient_655,contains
recipe_2327,cuisine_213,belongs_to
recipe_2327,diet_73,suitable_for
recipe_2327,meal_type_21,is_type
recipe_2328,ingredient_1624,contains
recipe_2328,ingredient_228,contains
recipe_2328,ingredient_13,contains
recipe_2328,ingredient_41,contains
recipe_2328,ingredient_12,contains
recipe_2328,ingredient_43,contains
recipe_2328,ingredient_44,contains
recipe_2328,ingredient_273,contains
recipe_2328,ingredient_18,contains
recipe_2328,ingredient_394,contains
recipe_2328,ingredient_28,contains
recipe_2328,ingredient_2329,contains
recipe_2328,ingredient_780,contains
recipe_2328,ingredient_242,contains
recipe_2328,ingredient_781,contains
recipe_2328,ingredient_782,contains
recipe_2328,ingredient_222,contains
recipe_2328,ingredient_58,contains
recipe_2328,cuisine_47,belongs_to
recipe_2328,diet_73,suitable_for
recipe_2328,meal_type_110,is_type
recipe_2330,ingredient_156,contains
recipe_2330,ingredient_4,contains
recipe_2330,ingredient_14,contains
recipe_2330,ingredient_55,contains
recipe_2330,ingredient_227,contains
recipe_2330,ingredient_63,contains
recipe_2330,cuisine_47,belongs_to
recipe_2330,diet_73,suitable_for
recipe_2330,meal_type_6,is_type
recipe_2331,ingredient_438,contains
recipe_2331,ingredient_123,contains
recipe_2331,ingredient_4,contains
recipe_2331,cuisine_84,belongs_to
recipe_2331,diet_73,suitable_for
recipe_2331,meal_type_110,is_type
recipe_2332,ingredient_456,contains
recipe_2332,ingredient_41,contains
recipe_2332,ingredient_43,contains
recipe_2332,ingredient_174,contains
recipe_2332,ingredient_10,contains
recipe_2332,ingredient_198,contains
recipe_2332,ingredient_28,contains
recipe_2332,ingredient_4,contains
recipe_2332,ingredient_272,contains
recipe_2332,ingredient_100,contains
recipe_2332,ingredient_46,contains
recipe_2332,ingredient_13,contains
recipe_2332,cuisine_235,belongs_to
recipe_2332,diet_73,suitable_for
recipe_2332,meal_type_152,is_type
recipe_2332,region_177,belongs_to_region
recipe_2332,state_236,belongs_to_state
recipe_2333,ingredient_2072,contains
recipe_2333,ingredient_34,contains
recipe_2333,ingredient_41,contains
recipe_2333,ingredient_43,contains
recipe_2333,ingredient_198,contains
recipe_2333,ingredient_83,contains
recipe_2333,ingredient_174,contains
recipe_2333,ingredient_44,contains
recipe_2333,ingredient_584,contains
recipe_2333,ingredient_162,contains
recipe_2333,ingredient_28,contains
recipe_2333,ingredient_77,contains
recipe_2333,cuisine_235,belongs_to
recipe_2333,diet_303,suitable_for
recipe_2333,meal_type_152,is_type
recipe_2333,region_177,belongs_to_region
recipe_2333,state_236,belongs_to_state
recipe_2334,ingredient_185,contains
recipe_2334,ingredient_283,contains
recipe_2334,ingredient_151,contains
recipe_2334,ingredient_15,contains
recipe_2334,ingredient_13,contains
recipe_2334,ingredient_43,contains
recipe_2334,ingredient_64,contains
recipe_2334,ingredient_44,contains
recipe_2334,ingredient_53,contains
recipe_2334,ingredient_51,contains
recipe_2334,ingredient_52,contains
recipe_2334,ingredient_95,contains
recipe_2334,ingredient_14,contains
recipe_2334,ingredient_28,contains
recipe_2334,cuisine_204,belongs_to
recipe_2334,diet_73,suitable_for
recipe_2334,meal_type_48,is_type
recipe_2335,ingredient_343,contains
recipe_2335,ingredient_14,contains
recipe_2335,ingredient_4,contains
recipe_2335,ingredient_55,contains
recipe_2335,cuisine_464,belongs_to
recipe_2335,diet_73,suitable_for
recipe_2335,meal_type_6,is_type
recipe_2335,region_177,belongs_to_region
recipe_2335,state_465,belongs_to_state
recipe_2336,ingredient_56,contains
recipe_2336,ingredient_54,contains
recipe_2336,ingredient_17,contains
recipe_2336,ingredient_127,contains
recipe_2336,ingredient_28,contains
recipe_2336,ingredient_44,contains
recipe_2336,ingredient_114,contains
recipe_2336,ingredient_45,contains
recipe_2336,ingredient_3,contains
recipe_2336,ingredient_50,contains
recipe_2336,ingredient_13,contains
recipe_2336,ingredient_42,contains
recipe_2336,ingredient_352,contains
recipe_2336,ingredient_41,contains
recipe_2336,ingredient_89,contains
recipe_2336,ingredient_113,contains
recipe_2336,cuisine_204,belongs_to
recipe_2336,diet_37,suitable_for
recipe_2336,meal_type_21,is_type
recipe_2337,ingredient_156,contains
recipe_2337,ingredient_411,contains
recipe_2337,ingredient_43,contains
recipe_2337,ingredient_127,contains
recipe_2337,ingredient_44,contains
recipe_2337,ingredient_46,contains
recipe_2337,ingredient_28,contains
recipe_2337,ingredient_3,contains
recipe_2337,cuisine_476,belongs_to
recipe_2337,diet_73,suitable_for
recipe_2337,meal_type_129,is_type
recipe_2337,region_164,belongs_to_region
recipe_2337,state_477,belongs_to_state
recipe_2338,ingredient_102,contains
recipe_2338,ingredient_456,contains
recipe_2338,ingredient_206,contains
recipe_2338,ingredient_28,contains
recipe_2338,ingredient_80,contains
recipe_2338,ingredient_415,contains
recipe_2338,ingredient_32,contains
recipe_2338,ingredient_340,contains
recipe_2338,ingredient_147,contains
recipe_2338,ingredient_122,contains
recipe_2338,ingredient_209,contains
recipe_2338,ingredient_31,contains
recipe_2338,cuisine_36,belongs_to
recipe_2338,diet_73,suitable_for
recipe_2338,meal_type_21,is_type
recipe_2339,ingredient_280,contains
recipe_2339,ingredient_42,contains
recipe_2339,ingredient_80,contains
recipe_2339,ingredient_113,contains
recipe_2339,ingredient_58,contains
recipe_2339,ingredient_2340,contains
recipe_2339,ingredient_329,contains
recipe_2339,ingredient_150,contains
recipe_2339,ingredient_64,contains
recipe_2339,ingredient_32,contains
recipe_2339,cuisine_84,belongs_to
recipe_2339,diet_867,suitable_for
recipe_2339,meal_type_38,is_type
recipe_2341,ingredient_102,contains
recipe_2341,ingredient_156,contains
recipe_2341,ingredient_206,contains
recipe_2341,ingredient_28,contains
recipe_2341,ingredient_80,contains
recipe_2341,ingredient_209,contains
recipe_2341,ingredient_269,contains
recipe_2341,ingredient_251,contains
recipe_2341,ingredient_32,contains
recipe_2341,ingredient_415,contains
recipe_2341,ingredient_144,contains
recipe_2341,ingredient_41,contains
recipe_2341,ingredient_297,contains
recipe_2341,cuisine_36,belongs_to
recipe_2341,diet_73,suitable_for
recipe_2341,meal_type_21,is_type
recipe_2342,ingredient_34,contains
recipe_2342,ingredient_41,contains
recipe_2342,ingredient_25,contains
recipe_2342,ingredient_43,contains
recipe_2342,ingredient_329,contains
recipe_2342,ingredient_718,contains
recipe_2342,ingredient_719,contains
recipe_2342,cuisine_84,belongs_to
recipe_2342,diet_303,suitable_for
recipe_2342,meal_type_152,is_type
recipe_2343,ingredient_259,contains
recipe_2343,ingredient_41,contains
recipe_2343,ingredient_42,contains
recipe_2343,ingredient_13,contains
recipe_2343,ingredient_46,contains
recipe_2343,ingredient_350,contains
recipe_2343,ingredient_209,contains
recipe_2343,ingredient_31,contains
recipe_2343,ingredient_300,contains
recipe_2343,ingredient_28,contains
recipe_2343,ingredient_194,contains
recipe_2343,cuisine_84,belongs_to
recipe_2343,diet_73,suitable_for
recipe_2343,meal_type_21,is_type
recipe_2344,ingredient_355,contains
recipe_2344,ingredient_62,contains
recipe_2344,ingredient_3,contains
recipe_2344,ingredient_28,contains
recipe_2344,ingredient_89,contains
recipe_2344,ingredient_17,contains
recipe_2344,ingredient_44,contains
recipe_2344,ingredient_127,contains
recipe_2344,ingredient_394,contains
recipe_2344,ingredient_18,contains
recipe_2344,ingredient_46,contains
recipe_2344,cuisine_19,belongs_to
recipe_2344,diet_73,suitable_for
recipe_2344,meal_type_85,is_type
recipe_2344,region_22,belongs_to_region
recipe_2344,state_23,belongs_to_state
recipe_2345,ingredient_240,contains
recipe_2345,ingredient_44,contains
recipe_2345,ingredient_18,contains
recipe_2345,ingredient_89,contains
recipe_2345,ingredient_394,contains
recipe_2345,ingredient_4,contains
recipe_2345,ingredient_28,contains
recipe_2345,ingredient_14,contains
recipe_2345,ingredient_220,contains
recipe_2345,ingredient_15,contains
recipe_2345,ingredient_43,contains
recipe_2345,ingredient_198,contains
recipe_2345,cuisine_128,belongs_to
recipe_2345,diet_73,suitable_for
recipe_2345,meal_type_48,is_type
recipe_2346,ingredient_259,contains
recipe_2346,ingredient_41,contains
recipe_2346,ingredient_2347,contains
recipe_2346,ingredient_32,contains
recipe_2346,ingredient_244,contains
recipe_2346,ingredient_108,contains
recipe_2346,ingredient_255,contains
recipe_2346,ingredient_28,contains
recipe_2346,ingredient_33,contains
recipe_2346,ingredient_34,contains
recipe_2346,ingredient_123,contains
recipe_2346,ingredient_423,contains
recipe_2346,ingredient_107,contains
recipe_2346,cuisine_262,belongs_to
recipe_2346,diet_37,suitable_for
recipe_2346,meal_type_152,is_type
recipe_2348,ingredient_160,contains
recipe_2348,ingredient_41,contains
recipe_2348,ingredient_174,contains
recipe_2348,ingredient_43,contains
recipe_2348,ingredient_44,contains
recipe_2348,ingredient_54,contains
recipe_2348,ingredient_28,contains
recipe_2348,ingredient_3,contains
recipe_2348,ingredient_2349,contains
recipe_2348,ingredient_240,contains
recipe_2348,ingredient_175,contains
recipe_2348,ingredient_251,contains
recipe_2348,ingredient_119,contains
recipe_2348,ingredient_94,contains
recipe_2348,ingredient_15,contains
recipe_2348,ingredient_220,contains
recipe_2348,cuisine_163,belongs_to
recipe_2348,diet_73,suitable_for
recipe_2348,meal_type_48,is_type
recipe_2348,region_164,belongs_to_region
recipe_2348,state_165,belongs_to_state
recipe_2350,ingredient_156,contains
recipe_2350,ingredient_1031,contains
recipe_2350,ingredient_976,contains
recipe_2350,ingredient_3,contains
recipe_2350,ingredient_441,contains
recipe_2350,ingredient_367,contains
recipe_2350,ingredient_56,contains
recipe_2350,cuisine_84,belongs_to
recipe_2350,diet_73,suitable_for
recipe_2350,meal_type_6,is_type
recipe_2351,ingredient_3,contains
recipe_2351,ingredient_75,contains
recipe_2351,ingredient_280,contains
recipe_2351,ingredient_118,contains
recipe_2351,ingredient_28,contains
recipe_2351,ingredient_209,contains
recipe_2351,ingredient_254,contains
recipe_2351,ingredient_55,contains
recipe_2351,ingredient_123,contains
recipe_2351,ingredient_1120,contains
recipe_2351,ingredient_33,contains
recipe_2351,ingredient_31,contains
recipe_2351,ingredient_791,contains
recipe_2351,cuisine_270,belongs_to
recipe_2351,diet_73,suitable_for
recipe_2351,meal_type_129,is_type
recipe_2352,ingredient_2353,contains
recipe_2352,ingredient_77,contains
recipe_2352,ingredient_174,contains
recipe_2352,ingredient_175,contains
recipe_2352,ingredient_198,contains
recipe_2352,ingredient_220,contains
recipe_2352,ingredient_281,contains
recipe_2352,ingredient_267,contains
recipe_2352,ingredient_242,contains
recipe_2352,ingredient_308,contains
recipe_2352,ingredient_55,contains
recipe_2352,ingredient_224,contains
recipe_2352,ingredient_28,contains
recipe_2352,cuisine_353,belongs_to
recipe_2352,diet_73,suitable_for
recipe_2352,meal_type_48,is_type
recipe_2352,region_177,belongs_to_region
recipe_2352,state_236,belongs_to_state
recipe_2354,ingredient_11,contains
recipe_2354,ingredient_3,contains
recipe_2354,ingredient_41,contains
recipe_2354,ingredient_13,contains
recipe_2354,ingredient_12,contains
recipe_2354,ingredient_44,contains
recipe_2354,ingredient_127,contains
recipe_2354,ingredient_18,contains
recipe_2354,ingredient_95,contains
recipe_2354,ingredient_52,contains
recipe_2354,ingredient_46,contains
recipe_2354,ingredient_28,contains
recipe_2354,cuisine_47,belongs_to
recipe_2354,diet_73,suitable_for
recipe_2354,meal_type_129,is_type
recipe_2355,ingredient_156,contains
recipe_2355,ingredient_335,contains
recipe_2355,ingredient_162,contains
recipe_2355,ingredient_28,contains
recipe_2355,ingredient_4,contains
recipe_2355,cuisine_199,belongs_to
recipe_2355,diet_73,suitable_for
recipe_2355,meal_type_85,is_type
recipe_2355,region_177,belongs_to_region
recipe_2355,state_200,belongs_to_state
recipe_2356,ingredient_185,contains
recipe_2356,ingredient_93,contains
recipe_2356,ingredient_15,contains
recipe_2356,ingredient_220,contains
recipe_2356,ingredient_3,contains
recipe_2356,ingredient_28,contains
recipe_2356,ingredient_46,contains
recipe_2356,ingredient_43,contains
recipe_2356,ingredient_42,contains
recipe_2356,ingredient_13,contains
recipe_2356,ingredient_100,contains
recipe_2356,cuisine_47,belongs_to
recipe_2356,diet_20,suitable_for
recipe_2356,meal_type_85,is_type
recipe_2357,ingredient_396,contains
recipe_2357,ingredient_42,contains
recipe_2357,ingredient_2358,contains
recipe_2357,ingredient_375,contains
recipe_2357,ingredient_32,contains
recipe_2357,ingredient_329,contains
recipe_2357,ingredient_209,contains
recipe_2357,ingredient_31,contains
recipe_2357,ingredient_12,contains
recipe_2357,ingredient_41,contains
recipe_2357,ingredient_250,contains
recipe_2357,ingredient_2280,contains
recipe_2357,ingredient_4,contains
recipe_2357,cuisine_36,belongs_to
recipe_2357,diet_73,suitable_for
recipe_2357,meal_type_129,is_type
recipe_2359,ingredient_50,contains
recipe_2359,ingredient_12,contains
recipe_2359,ingredient_42,contains
recipe_2359,ingredient_13,contains
recipe_2359,ingredient_43,contains
recipe_2359,ingredient_2360,contains
recipe_2359,ingredient_370,contains
recipe_2359,ingredient_191,contains
recipe_2359,ingredient_192,contains
recipe_2359,ingredient_28,contains
recipe_2359,cuisine_492,belongs_to
recipe_2359,diet_37,suitable_for
recipe_2359,meal_type_85,is_type
recipe_2361,ingredient_456,contains
recipe_2361,ingredient_14,contains
recipe_2361,ingredient_4,contains
recipe_2361,ingredient_123,contains
recipe_2361,ingredient_55,contains
recipe_2361,ingredient_227,contains
recipe_2361,ingredient_514,contains
recipe_2361,ingredient_63,contains
recipe_2361,ingredient_71,contains
recipe_2361,cuisine_327,belongs_to
recipe_2361,diet_73,suitable_for
recipe_2361,meal_type_6,is_type
recipe_2362,ingredient_1738,contains
recipe_2362,ingredient_2029,contains
recipe_2362,ingredient_789,contains
recipe_2362,ingredient_831,contains
recipe_2362,ingredient_264,contains
recipe_2362,ingredient_161,contains
recipe_2362,ingredient_273,contains
recipe_2362,ingredient_127,contains
recipe_2362,ingredient_394,contains
recipe_2362,ingredient_28,contains
recipe_2362,ingredient_100,contains
recipe_2362,cuisine_213,belongs_to
recipe_2362,diet_73,suitable_for
recipe_2362,meal_type_21,is_type
recipe_2363,ingredient_112,contains
recipe_2363,ingredient_13,contains
recipe_2363,ingredient_42,contains
recipe_2363,ingredient_44,contains
recipe_2363,ingredient_89,contains
recipe_2363,ingredient_127,contains
recipe_2363,ingredient_56,contains
recipe_2363,ingredient_28,contains
recipe_2363,ingredient_3,contains
recipe_2363,cuisine_467,belongs_to
recipe_2363,diet_73,suitable_for
recipe_2363,meal_type_48,is_type
recipe_2364,ingredient_580,contains
recipe_2364,ingredient_32,contains
recipe_2364,ingredient_41,contains
recipe_2364,ingredient_42,contains
recipe_2364,ingredient_349,contains
recipe_2364,ingredient_132,contains
recipe_2364,ingredient_160,contains
recipe_2364,ingredient_140,contains
recipe_2364,ingredient_95,contains
recipe_2364,ingredient_65,contains
recipe_2364,ingredient_143,contains
recipe_2364,ingredient_251,contains
recipe_2364,ingredient_28,contains
recipe_2364,ingredient_89,contains
recipe_2364,cuisine_84,belongs_to
